人物姓名,人物网址,所处时代,本名,民族族群,出生地,逝世日期,主要成就,官职,字,爵位,别名,出生日期,谥号,籍贯,字号,主要作品,中文名,民族,职业,父亲,国籍,性别,陵墓,去世时间,典故,年号,别称,在位时间,封爵,职位,出生时间,庙号,儿子,追赠,兄弟,身份,追封,地位,信仰,势力,官爵,相关事件,母亲,子,代表作品,子嗣,外文名,夫君,父,记载,官位,葬处,结局,家世信息,封号,丈夫,子女,配偶,祖籍,祖父,朝代,容貌,家世,号,陵寝,特征,人物关系,职务,兄长,官至,嫡庶身份,尊称,持麾经历,终年,武器,家世归属,书法成就,逝世地,后世追谥,加封,阵营,所处朝代,哥哥,相关典故,去世地,追尊,宋代加封,所处时期,样貌,藏处,主效势力,最高任职,宗教信仰,妻子,主公,史料记载,婚姻状况,姐妹,出处,史书记载,封侯,外号,食邑,拼音,出生地点,生卒年,相关历史人物,曾祖,评价,孙,父母,族弟,叔祖父,身世,结果,死因,兄弟姐妹,特点,好友,国家,相关人物,时期,气质,年代,登场作品,主要事迹,曾祖父,简介
 刘琮,https://baike.baidu.com/item/%E5%88%98%E7%93%92/20390,"[""魏晋南北朝""]",,,,,,,,,"[""新平王""]",,,,,,"[""刘瓒""]","[""汉""]",,"[""刘禅""]","[""中国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""《三国志》""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 刘璿,https://baike.baidu.com/item/%E5%88%98%E7%90%AE/25478,"[""东汉""]","[""刘琮""]","[""汉族""]",,,,"[""荆州刺史、青州刺史、谏议大夫""]",,"[""列侯""]",,,,"[""山阳高平""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 李昭仪,https://baike.baidu.com/item/%E5%88%98%E7%92%BF/5042638,,,,,"[""264年""]",,,,,"[""刘文衡""]","[""224年""]",,"[""幽州涿郡涿县（今河北涿州）""]",,,"[""刘璿""]","[""汉族""]","[""太子""]",,"[""蜀汉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 王贵人,https://baike.baidu.com/item/%E6%9D%8E%E6%98%AD%E4%BB%AA/78481,,,,,"[""263年""]",,,,,,,,,,,"[""李昭仪""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""《三国志蜀书妃嫔传注》""]",,,,,"[""《三国志蜀书妃嫔传注》""]",,,,,,,,,,,"[""三国""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""自杀身亡""]",,,,,,,,,,,,
 麋夫人,https://baike.baidu.com/item/%E7%8E%8B%E8%B4%B5%E4%BA%BA/4965274,"[""三国时期""]","[""王氏""]",,,"[""第二年（咸熙元年）""]",,,,,"[""王贵人""]","[""建安初期（二〇几年）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""刘璿""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 庞宏,https://baike.baidu.com/item/%E9%BA%8B%E5%A4%AB%E4%BA%BA/8576154,"[""东汉末年""]","[""糜氏""]","[""汉人""]","[""东海郡朐县""]",,"[""保护后主刘禅（演义）"", ""为了不拖累赵云投井自杀（演义）""]",,,,"[""糜夫人""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 庞林,https://baike.baidu.com/item/%E5%BA%9E%E5%AE%8F/4504797,"[""三国""]","[""庞宏""]","[""蜀人""]","[""荆州襄阳""]",,,,,,,,,,"[""巨师""]",,,"[""汉""]",,"[""庞统""]",,,,,,,"[""庞巨师""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 法真,https://baike.baidu.com/item/%E5%BA%9E%E6%9E%97/23894,"[""东汉末年""]","[""庞林""]","[""汉人""]","[""荆州襄阳""]",,,,,,,,,,"[""不详""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""习氏""]",,,,,,,,,,,,"[""钜鹿太守  列侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""庞统""]",,,,,,,,,,,
 法雄,https://baike.baidu.com/item/%E6%B3%95%E7%9C%9F/66660,"[""东汉""]","[""法真""]",,"[""司隶扶风郿(陕西宝鸡市眉县东北)""]","[""188年""]",,,"[""高卿""]",,"[""玄德先生""]","[""100年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张松,https://baike.baidu.com/item/%E6%B3%95%E9%9B%84/9790183,"[""东汉""]","[""法雄""]","[""汉人""]","[""右扶风郿县（今陕西省眉县）""]","[""117年""]",,,,,,,,,"[""字文强""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马秉,https://baike.baidu.com/item/%E5%BC%A0%E6%9D%BE/145455,"[""东汉""]","[""张松""]","[""汉族""]","[""蜀郡成都（今四川成都）""]","[""212年""]","[""力主刘备入蜀 帮助刘备入蜀 献西川地理图""]","[""益州别驾""]","[""字子乔（历史）、字永年（演义）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""过目不忘""]","[""法正""]",,,,,,,,,
 司马徽,https://baike.baidu.com/item/%E9%A9%AC%E7%A7%89/7406905,"[""三国""]","[""马秉""]","[""汉族""]","[""宜城""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 费承,https://baike.baidu.com/item/%E5%8F%B8%E9%A9%AC%E5%BE%BD/855468,"[""东汉""]","[""司马徽""]","[""汉族""]","[""颍川阳翟""]","[""208年""]","[""向刘备推荐诸葛亮、庞统等人""]",,"[""德操""]",,"[""水镜先生""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 蒋显,https://baike.baidu.com/item/%E8%B4%B9%E6%89%BF/19935249,"[""三国""]","[""费承""]",,,,"[""官至黄门侍郎""]","[""黄门侍郎""]",,"[""成乡侯""]",,,,"[""荆州江夏郡""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 黄月英,https://baike.baidu.com/item/%E8%92%8B%E6%98%BE/4469611,"[""三国""]","[""蒋显""]","[""汉""]","[""零陵湘乡""]","[""264年""]",,"[""太子仆""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 诸葛珪,https://baike.baidu.com/item/%E9%BB%84%E6%9C%88%E8%8B%B1/64530,"[""东汉末年""]","[""黄氏""]","[""汉族""]","[""荆州沔南白水（今湖北襄阳）人""]",,,,,,"[""黄夫人、黄月英、阿丑""]",,,,,,,,,,,,,,,,,,,,,,"[""诸葛瞻""]",,,,,,,,,,,,,,,,,,,,,,,"[""诸葛亮""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 诸葛乔,https://baike.baidu.com/item/%E8%AF%B8%E8%91%9B%E7%8F%AA/7476563,"[""东汉""]","[""诸葛珪""]","[""汉族""]","[""琅邪阳都""]","[""189年""]","[""巨儒""]",,"[""君贡""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 诸葛瑾,https://baike.baidu.com/item/%E8%AF%B8%E8%91%9B%E4%B9%94/69339,"[""三国""]","[""诸葛乔""]","[""汉族""]",,"[""228年""]",,"[""驸马都尉""]",,,,"[""204年""]",,"[""琅邪阳都""]","[""字伯松、原字仲慎""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 诸葛均,https://baike.baidu.com/item/%E8%AF%B8%E8%91%9B%E7%91%BE/18107,"[""汉末三国""]","[""诸葛瑾""]","[""汉族""]","[""琅邪阳都（今山东沂南）""]","[""241年""]","[""孙吴开国元勋""]","[""大将军、豫州牧""]","[""子瑜""]","[""宛陵侯""]","[""诸葛使君""]","[""174年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 关毅,https://baike.baidu.com/item/%E8%AF%B8%E8%91%9B%E5%9D%87/4298850,"[""汉末三国""]","[""诸葛均""]","[""汉族""]","[""琅邪阳都""]",,,"[""长水校尉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 关审,https://baike.baidu.com/item/%E5%85%B3%E6%AF%85/36709,"[""东汉""]","[""关毅""]","[""汉族""]","[""河东解良（今山西运城）""]",,,,"[""道远""]",,,,,,,,,,,,,,,,,,,,,,,,"[""关羽""]",,,,,,"[""儒家""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 关彝,https://baike.baidu.com/item/%E5%85%B3%E5%AE%A1/11030762,"[""东汉""]","[""关审""]","[""汉族""]","[""解州常平村宝池里（今山西运城）""]","[""156年""]","[""常以《易经》"", ""《春秋》训其子""]",,"[""问之""]",,"[""关问之""]","[""90年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 关统,https://baike.baidu.com/item/%E5%85%B3%E5%BD%9D/9585150,"[""三国""]","[""关彝""]","[""汉族""]","[""河东解县（今山西运城）""]",,,,,"[""汉寿亭侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 夏侯夫人,https://baike.baidu.com/item/%E5%85%B3%E7%BB%9F/3729586,"[""三国""]","[""关统""]","[""汉族""]",,,,"[""虎贲中郎将""]",,"[""汉寿亭侯""]",,,,"[""河东解县""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张皇后,https://baike.baidu.com/item/%E5%A4%8F%E4%BE%AF%E5%A4%AB%E4%BA%BA/18849793,"[""汉末三国""]","[""夏侯氏""]","[""汉族""]","[""沛国谯县（今安徽省亳州市）""]",,,,,,,,,,,,,,,,,,,,,,"[""夏侯夫人""]",,,,"[""180年""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 敬哀皇后,https://baike.baidu.com/item/%E5%BC%A0%E7%9A%87%E5%90%8E/1888593,"[""三国（蜀汉）""]","[""张氏""]","[""汉族""]","[""涿郡涿县（今河北省涿州市）""]",,,,,,"[""张皇后""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马承,https://baike.baidu.com/item/%E6%95%AC%E5%93%80%E7%9A%87%E5%90%8E/18047,"[""三国（蜀汉）""]","[""张氏""]","[""汉族""]","[""涿郡涿县（今河北省涿州市）""]","[""237年""]",,,,,"[""敬哀皇后""]",,"[""敬哀皇后""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 黄叙,https://baike.baidu.com/item/%E9%A9%AC%E6%89%BF/7438622,,,,,,,,,"[""斄乡侯""]",,,,,,,"[""马承""]",,,"[""马超""]",,"[""男""]",,,,,,,,,,,,,,,,,,,,,"[""未知""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""蜀汉""]",,,,,,,,
 赵广,https://baike.baidu.com/item/%E9%BB%84%E5%8F%99/4756825,"[""三国""]","[""黄叙""]","[""汉族""]","[""南阳""]",,,,,,,,,,,,,,,"[""黄忠""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 赵统,https://baike.baidu.com/item/%E8%B5%B5%E5%B9%BF/5459,"[""三国（蜀汉）""]","[""赵广""]","[""汉族""]",,"[""263年""]",,,,,,,,"[""常山真定""]",,,,,,"[""赵云""]",,,,,,,,,,"[""牙门将""]",,,,,"[""赵统""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 李丰,https://baike.baidu.com/item/%E8%B5%B5%E7%BB%9F/28280,"[""三国时期""]","[""赵统""]","[""汉人""]",,,,"[""虎贲中郎督、行领军""]",,"[""永昌亭侯""]",,,,"[""常山真定""]",,,,,,"[""赵云""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孟佗,https://baike.baidu.com/item/%E6%9D%8E%E4%B8%B0/8257115,"[""三国时期""]","[""李丰""]","[""汉族""]","[""南阳郡（今河南南阳）""]",,,"[""江州都督督军，朱提太守""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 姜冏,https://baike.baidu.com/item/%E5%AD%9F%E4%BD%97/6872500,"[""东汉""]","[""孟佗""]",,"[""扶风郡""]",,,,,,"[""孟他""]",,,,"[""字伯郎""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马徵,https://baike.baidu.com/item/%E5%A7%9C%E5%86%8F/953447,"[""汉末三国""]","[""姜冏""]","[""汉族""]","[""天水郡冀县""]","[""214年""]","[""曾任郡功曹，在平定羌胡乱时阵亡""]",,"[""仲奕""]",,,,,,,,,,,,,,,,,,,,,,,,"[""姜维""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马泰,https://baike.baidu.com/item/%E9%A9%AC%E5%BE%B5/3918081,"[""三国""]","[""马徵""]",,,,,,,,,,,,"[""字南卿""]",,,,"[""大将""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马平,https://baike.baidu.com/item/%E9%A9%AC%E6%B3%B0/18748661,"[""三国""]","[""马泰""]","[""汉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""扶风茂陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马休,https://baike.baidu.com/item/%E9%A9%AC%E5%B9%B3/9238656,"[""东汉""]","[""马平""]","[""汉人""]","[""扶风茂陵""]",,,,,,"[""马子硕""]",,,,"[""子硕""]",,,,,,,,,,,,,,,,,,"[""马腾""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张微,https://baike.baidu.com/item/%E9%A9%AC%E4%BC%91/24560,"[""东汉""]","[""马休""]","[""汉族""]","[""扶风茂陵""]","[""212年""]","[""成为将军""]","[""奉车都尉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 张纲,https://baike.baidu.com/item/%E5%BC%A0%E5%BE%AE/18116,"[""西晋""]","[""张微""]","[""汉族""]","[""犍为武阳""]","[""264年（曹魏景元五年）""]",,,,,,,,,"[""建兴""]",,,,,,,,,,,,,,,"[""广汉太守""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 马脩,https://baike.baidu.com/item/%E5%BC%A0%E7%BA%B2/21145,"[""东汉""]","[""张纲""]","[""汉族""]","[""犍为郡武阳""]","[""143年""]","[""弹劾权贵  收服盗寇  治理南州""]",,,,,"[""108年""]",,,"[""文纪""]",,,,,,,,,,,,,,,"[""广陵太守""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 潘淑,https://baike.baidu.com/item/%E9%A9%AC%E8%84%A9/16167901,"[""三国""]","[""马脩""]",,,,,,,,,,,,,,,,,,,,,,,,"[""马修""]",,,,,,,,,,,,,"[""蜀汉""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 袁夫人,https://baike.baidu.com/item/%E6%BD%98%E6%B7%91/15763649,"[""三国""]","[""潘淑""]","[""汉族""]","[""会稽句章（今浙江省宁波市）""]","[""252年2月""]","[""五月榴花花神""]",,,,"[""潘皇后""]",,"[""大皇后""]",,,,,,,,,,"[""蒋陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""吴大帝孙权皇后，吴少帝孙亮生母""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 步练师,https://baike.baidu.com/item/%E8%A2%81%E5%A4%AB%E4%BA%BA/5115908,"[""汉末三国""]","[""袁氏""]","[""汉族""]","[""汝南郡汝阳县（今河南商水）""]",,,,,,,,,,,,,,,,,,,,,,"[""袁夫人""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙虑,https://baike.baidu.com/item/%E6%AD%A5%E7%BB%83%E5%B8%88/69701,"[""三国（东吴）""]","[""步练师""]","[""汉族""]","[""临淮郡淮阴县（今江苏省淮安市）""]","[""238年""]",,,,,"[""步夫人"", ""步皇后""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙奋,https://baike.baidu.com/item/%E5%AD%99%E8%99%91/7776,"[""三国时代""]","[""孙虑""]","[""汉人""]","[""建业（今江苏南京）""]","[""嘉禾元年（232年）""]",,"[""镇军大将军""]","[""子智""]","[""建昌侯""]",,"[""建安十八年（213年）""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙鲁育,https://baike.baidu.com/item/%E5%AD%99%E5%A5%8B/1816613,"[""三国""]","[""孙奋""]","[""汉族""]",,"[""270年""]",,,"[""子扬（一说字子阳）""]","[""齐王→章安侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙鲁班,https://baike.baidu.com/item/%E5%AD%99%E9%B2%81%E8%82%B2/3114688,"[""三国""]","[""孙鲁育""]","[""汉人""]","[""建业""]","[""255年""]",,,"[""小虎""]",,"[""小公主，朱公主""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 武烈皇后,https://baike.baidu.com/item/%E5%AD%99%E9%B2%81%E7%8F%AD/10314608,"[""三国""]","[""孙鲁班""]","[""汉人""]","[""丹阳郡建业县（今江苏南京）""]",,,,"[""大虎""]",,"[""大公主、全公主""]",,,"[""吴郡富春""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 徐琨,https://baike.baidu.com/item/%E6%AD%A6%E7%83%88%E7%9A%87%E5%90%8E/7742866,"[""东汉""]","[""吴氏""]","[""汉族""]","[""钱唐""]",,"[""孙吴开国皇帝孙权的母亲""]",,,,,,"[""武烈皇后""]","[""吴县""]",,,,,,,,,,"[""202年，一说207年""]",,,"[""孙破虏吴夫人""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙英,https://baike.baidu.com/item/%E5%BE%90%E7%90%A8/38819,"[""东汉末年""]","[""徐琨""]","[""吴人""]","[""吴郡富春""]",,"[""从督军中郎将破庐江，封广德侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙和,https://baike.baidu.com/item/%E5%AD%99%E8%8B%B1/9293770,"[""三国""]","[""孙英""]","[""汉族""]",,,"[""谋杀孙峻""]",,,"[""吴侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 滕芳兰,https://baike.baidu.com/item/%E5%AD%99%E5%92%8C/1816501,"[""三国""]","[""孙和""]","[""汉族""]",,"[""253年""]",,,"[""子孝""]",,,"[""224年""]","[""文皇帝""]",,,,,,,,,,"[""明陵""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙充,https://baike.baidu.com/item/%E6%BB%95%E8%8A%B3%E5%85%B0/6577202,"[""三国时代""]","[""滕芳兰""]","[""汉人""]","[""北海剧县""]",,"[""吴末帝的皇后""]",,,,"[""滕皇后""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙瑾,https://baike.baidu.com/item/%E5%AD%99%E5%85%85/14694214,,,,,,,,,,,,,,,,"[""孙充""]",,,,"[""中国""]","[""男""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 孙虔,https://baike.baidu.com/item/%E5%AD%99%E7%91%BE/175083,"[""三国""]","[""孙瑾""]","[""汉族""]",,,"[""随孙皓投降晋朝""]",,,"[""太子→归命侯""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 陆延,https://baike.baidu.com/item/%E5%AD%99%E8%99%94/14814512,"[""三国→西晋""]","[""孙虔""]","[""汉""]",,,"[""随孙皓投降晋朝""]",,,"[""淮阳王→鲁王""]",,,,,,,,,,,,,,"[""不详""]",,,,,,,"[""不详""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 陆抗,https://baike.baidu.com/item/%E9%99%86%E5%BB%B6/5378175,,,,"[""吴郡""]","[""不详""]",,,,,,"[""不详""]",,,,,"[""陆延""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
